Region, Course, Date, Price, Id, Location, Currency, URL 
en-ca, Service Catalog Specialist™, Jul 29-30 2024, 2365.0, 6498, Web-Based, CAD, https://www.pinkelephant.com/en-ca/course/service-catalog-specialist 
en-ca, Service Catalog Specialist™, Oct 17-18 2024, 2365.0, 6500, Web-Based, CAD, https://www.pinkelephant.com/en-ca/course/service-catalog-specialist 
en-ca, Enabling Integrated IT Service Management™ with DevOps  Agile & Lean, Aug 14-15 2023, 2365.0, 6164, Web-Based, CAD, https://www.pinkelephant.com/en-ca/course/enabling-integrated-it-devops-agile-lean 
en-ca, Enabling Integrated IT Service Management™ with DevOps  Agile & Lean, Nov 16-17 2023, 2365.0, 6435, Web-Based, CAD, https://www.pinkelephant.com/en-ca/course/enabling-integrated-it-devops-agile-lean 
en-ca, Enabling Integrated IT Service Management™ with DevOps  Agile & Lean, Feb 22-23 2024, 2365.0, 6533, Web-Based, CAD, https://www.pinkelephant.com/en-ca/course/enabling-integrated-it-devops-agile-lean 
en-ca, Enabling Integrated IT Service Management™ with DevOps  Agile & Lean, May 16-17 2024, 2365.0, 6535, Web-Based, CAD, https://www.pinkelephant.com/en-ca/course/enabling-integrated-it-devops-agile-lean 
en-ca, Enabling Integrated IT Service Management™ with DevOps  Agile & Lean, Aug 12-13 2024, 2365.0, 6537, Web-Based, CAD, https://www.pinkelephant.com/en-ca/course/enabling-integrated-it-devops-agile-lean 
en-ca, Enabling Integrated IT Service Management™ with DevOps  Agile & Lean, Nov 11-12 2024, 2365.0, 6539, Web-Based, CAD, https://www.pinkelephant.com/en-ca/course/enabling-integrated-it-devops-agile-lean 
en-ca, IT Asset Management Essentials™, Nov 13-15 2023, 3160.0, 6168, Web-Based, CAD, https://www.pinkelephant.com/en-ca/course/it-asset-management-essentials 
en-ca, IT Asset Management Essentials™, Feb 12-14 2024, 3160.0, 6565, Web-Based, CAD, https://www.pinkelephant.com/en-ca/course/it-asset-management-essentials 
en-ca, IT Asset Management Essentials™, May 13-15 2024, 3160.0, 6567, Web-Based, CAD, https://www.pinkelephant.com/en-ca/course/it-asset-management-essentials 
en-ca, IT Asset Management Essentials™, Aug 12-14 2024, 3160.0, 6569, Web-Based, CAD, https://www.pinkelephant.com/en-ca/course/it-asset-management-essentials 
en-ca, IT Asset Management Essentials™, Nov 04-06 2024, 3160.0, 6571, Web-Based, CAD, https://www.pinkelephant.com/en-ca/course/it-asset-management-essentials 
en-ca, Integrated IT Service Management™ Essentials, Aug 21-23 2023, 3160.0, 6359, Web-Based, CAD, https://www.pinkelephant.com/en-ca/course/integrated-it-service-management-essentials 
en-ca, Integrated IT Service Management™ Essentials, Sep 25-27 2023, 3160.0, 6361, Web-Based, CAD, https://www.pinkelephant.com/en-ca/course/integrated-it-service-management-essentials 
