Region, Course, Date, Price, Id, Location, Currency, URL 
en-ca, Integrated IT Service Management™ Essentials, Oct 30-01 2023, 3160.0, 6363, Web-Based, CAD, https://www.pinkelephant.com/en-ca/course/integrated-it-service-management-essentials 
en-ca, Integrated IT Service Management™ Essentials, Dec 04-06 2023, 3160.0, 6365, Web-Based, CAD, https://www.pinkelephant.com/en-ca/course/integrated-it-service-management-essentials 
en-ca, Integrated IT Service Management™ Essentials, Jan 08-10 2024, 3160.0, 6441, Web-Based, CAD, https://www.pinkelephant.com/en-ca/course/integrated-it-service-management-essentials 
en-ca, Integrated IT Service Management™ Essentials, Feb 05-07 2024, 3160.0, 6443, Web-Based, CAD, https://www.pinkelephant.com/en-ca/course/integrated-it-service-management-essentials 
en-ca, Integrated IT Service Management™ Essentials, Mar 11-13 2024, 3160.0, 6445, Web-Based, CAD, https://www.pinkelephant.com/en-ca/course/integrated-it-service-management-essentials 
en-ca, Integrated IT Service Management™ Essentials, Apr 08-10 2024, 3160.0, 6447, Web-Based, CAD, https://www.pinkelephant.com/en-ca/course/integrated-it-service-management-essentials 
en-ca, Integrated IT Service Management™ Essentials, May 06-08 2024, 3160.0, 6449, Web-Based, CAD, https://www.pinkelephant.com/en-ca/course/integrated-it-service-management-essentials 
en-ca, Integrated IT Service Management™ Essentials, Jun 03-05 2024, 3160.0, 6451, Web-Based, CAD, https://www.pinkelephant.com/en-ca/course/integrated-it-service-management-essentials 
en-ca, Integrated IT Service Management™ Essentials, Jul 08-10 2024, 3160.0, 6453, Web-Based, CAD, https://www.pinkelephant.com/en-ca/course/integrated-it-service-management-essentials 
en-ca, Integrated IT Service Management™ Essentials, Aug 07-09 2024, 3160.0, 6439, Web-Based, CAD, https://www.pinkelephant.com/en-ca/course/integrated-it-service-management-essentials 
en-ca, Integrated IT Service Management™ Essentials, Sep 04-06 2024, 3160.0, 6455, Web-Based, CAD, https://www.pinkelephant.com/en-ca/course/integrated-it-service-management-essentials 
en-ca, Integrated IT Service Management™ Essentials, Sep 30-02 2024, 3160.0, 6457, Web-Based, CAD, https://www.pinkelephant.com/en-ca/course/integrated-it-service-management-essentials 
en-ca, Integrated IT Service Management™ Essentials, Oct 28-30 2024, 3160.0, 6458, Web-Based, CAD, https://www.pinkelephant.com/en-ca/course/integrated-it-service-management-essentials 
en-ca, Integrated IT Service Management™ Essentials, Nov 20-22 2024, 3160.0, 6462, Web-Based, CAD, https://www.pinkelephant.com/en-ca/course/integrated-it-service-management-essentials 
en-ca, Integrated IT Service Management™ Essentials, Dec 16-18 2024, 3160.0, 6460, Web-Based, CAD, https://www.pinkelephant.com/en-ca/course/integrated-it-service-management-essentials 
